"id","date","user_id","text","cluster"
842,"2024-02-01",101,"Хочет минимизировать налогино по мне так проще сдать в аренду 3-м ИП и пусть работают каждый сам по себе со своей кассой",3
845,"2024-02-01",200,"Добрый день коллеги. Такой вопрос: 
ИП на УСН 6% без работников платил исправно страховые за себя но авансовые по усн не платил и уведомления на начисление страховых не подавал имеет ли право уменьшить налог Усн на всю сумму страховых сейчас?",4
851,"2024-02-02",238,"Здравствуйте!
Подскажите пожалуйста не сталкивалась.

ООО на ОСНО. 

Заключили договор на оказание услуг по перевозке груза с ИП (товары с нашего склада до покупателя товары от поставщика до нашего склада).

Какие документы от этого ИП мы должны получить чтобы не было вопросов по принятию их к расходам по налогу на прибыль?
Упд грузополучатель подписал. ИП предоставил только акт ""услуги по организации доставки груза"" за месяц и сумма (без расшифровки поездок).
Этого достаточно?",3
878,"2024-02-02",35,"Коллеги добрый день подскажите пожалуйста. Есть ип на усн доходы 6% он покупал и продавал валюту в долларах США у банка. Приходов от деятельности не было. Как правильно посчитать налог по усн?🙏",3
879,"2024-02-02",277,"Добрый день! В Нижнем Новгороде ищем на постоянную работу главного бухгалтера и бухгалтера на первичку. Осно - производство. Пишите лс",3
880,"2024-02-02",48,"Вот все что пришло на расчетный счет это доход. С него 6% налог",1
915,"2024-02-04",69,"Если унаследованное имущество было у вас в собственности меньше установленного НК РФ срока доходы полученные от его продажи необходимо задекларировать а также может потребоваться уплатить НДФЛ (п. 17.1 ст. 217 п. п. 2 - 4 ст. 217.1 пп. 2 п. 1 п. п. 2 3 ст. 228 п. 4 ст. 229 НК РФ).
В этой связи если со дня открытия наследства до момента государственной регистрации перехода права собственности на объект недвижимого имущества от наследника к другому лицу прошло менее трех лет то доход от его продажи подлежит обложению налогом на доходы физических лиц в установленном порядке.
Так с учетом положения подпункта 1 пункта 2 статьи 220 Кодекса налогообложению подлежит не полная сумма полученного дохода от продажи квартиры а сумма дохода уменьшенная на размер имущественного налогового вычета не превышающего в целом 1 000 000 рублей
Об НДФЛ при продаже квартиры полученной по наследству. (Письмо Минфина России от 14.01.2022 N 03-04-05/1334)",3
921,"2024-02-05",282,"Подскажите по стоимости сколько будет стоить вести ИП : услуги такси - один человек плюс услуга аренда авто ( Яндексу) ?",3
923,"2024-02-05",283,"Добрый день. Подскажите пожалуйста ИП на УСН основной вид деятельности курьерские услуги вправе ли принять к расходам и уменьшить налогооблагаемую базу услуги фин.сопровождения и консультирования по вопросам коммерческой деятельности?",3
927,"2024-02-05",69,"нет. не вправе.                                                                                                                                                                                                                                                                    На объекте ""доход минус расходы"" расходы на консультационные услуги безопасно учитывать только если консультацию вам проводят в рамках бухгалтерских аудиторских или юридических услуг (пп. 15 п. 1 ст. 346.16 НК РФ).
Учитывайте такие расходы на день их оплаты (пп. 1 п. 2 ст. 346.17 НК РФ).
Других видов консультационных услуг в закрытом перечне в п. 1 ст. 346.16 НК РФ нет. А значит проверяющие будут настаивать на их исключении из расходов.
Однако если такие услуги связаны непосредственно с приобретением МПЗ или основных средств то полагаю их можно учесть в расходах на УСН в составе стоимости этих активов (п. 2 ст. 254 пп. 1 5 п. 1 п. п. 2 3 ст. 346.16 НК РФ п. 12 ФСБУ 6/2020 п. 9 пп. ""з"" п. 10 п. 18 ФСБУ 26/2020).
Но будьте готовы доказывать проверяющим что без этих услуг обойтись было нельзя.",3
929,"2024-02-05",286,"Добрый день. Подскажите как считать среднемесячную зп в целом по организации если начисления в году были не 12 месяцев а 7. Все равно на 12 делить или все-таки на 7? Нигде не нашла информацию
Нужен расчёт для предоставления в налоговую",2
941,"2024-02-05",191,"Коллеги добрый вечер. Поделитесь пожалуйста опытом. Как можно получить пароль от личного кабинета налогоплательщика ИП? Можно ли в любой налоговой т.е. не по месту регистрации?",3
965,"2024-02-06",290,"Коллеги добрый день. При начислении дивидендов и зарплаты учредителю сотруднику как считается налоговая база НДФЛ в 2024 г совокупно или по отдельности. Запуталась информация противоречивая",2
995,"2024-02-07",299,"Здравствуйте.  Подскажите пожалуйста если я оплатила фиксированные взносы за 23 год в 24 году вот сегодня например То уменьшить налог по усн(доходы) за 23 год я уже не смогу  ? И если не смогу то за счёт 1% в пфр смогу уменьшить тогда ? Хотя бы эту уплату зачесть на уменьшение усн смогу? Подскажите пож",4
1008,"2024-02-08",271,"Добрый день коллеги. Подскажите пожалуйста как правильно ответить налоговой на вопрос об источниках погашения убытков",3
1009,"2024-02-08",53,"Ну а как вы планируете их погашать? Коммерческое предприятие создаётся с целью получения прибыли. Если вместо прибыли убытки значит либо нужно что-то менять в консерватории - ценовую политику маркетинговую стратегию либо все идёт по плану - сейчас убытки потому что вложились в товар оборудование обучение персонала зато через полгода будут деньги либо надо закрывать фирму и не морочить голову ни себе ни налоговой. Вот исходя из вашей ситуации и отвечайте. Налоговой скорей всего надо просто галочку поставить что они вас опросили вы сказали что деньги будут обязательно.",0
1071,"2024-02-10",224,"Бухгалтерия",1
1088,"2024-02-12",224,"Добрый вечер! Не подскажите как поступить компания в процессе ликвидации почти год. Но было принято только решение и сданы первые документы в налоговую. Компания нулевая но не разу не сдавала отчётность. Не сообщило о ликвидации в СМИ и в совфедресус. Что делать?",1
1092,"2024-02-12",44,"Я бы приняла что бы вручную транспортный налог не отражать.",1
1095,"2024-02-12",59,"Применение пониженных тарифов страховых взносов является обязанностью а не правом налогоплательщика —
письмо ФНС от 17.07.23 г.

В расходах по налогу на прибыль или УСН д д-р можно учесть только те взносы которые исчислены в соответствии с законодательством РФ.

Т.е. если налогоплательщик  не применял пониженные тарифы в расходах он не может учитывать суммы взносов рассчитанных по общему тарифу т.к. это приведет к занижению налогооблагаемой базы или налога.",4
1136,"2024-02-13",319,"Один бухгалтер претензий не имеетно глав бух что на моем участке ....заставляет у всех запрашивать именно ТНкак проводной документ",2
1168,"2024-02-13",324,"Добрый день! Сверяемся с налоговой. Есть вопрос как переносить в 1 с на 68.90 на 01.0123 страховые взносы . Может кто помочь?",3
1173,"2024-02-13",324,"И у вас сошлось сальдо начальное по страховым с налоговой?",2
1183,"2024-02-14",68,"Здравствуйте подскажите пожалуйста Ип на усн доходы. По просьбе клиента выставляли счета с НДС в книге доходов в 1с НДС отразился со знаком минус по реализации это правильно? Обращалась в налоговую четкий ответ на свой вопрос не получила",2
1188,"2024-02-14",252,"Если вы выставляли реализацию с ндс будучи на усн значит теперь вы должны отчитаться по ндс и в полной мере заплатить налог. Права на вычеты по ндс у вас в этом случае нет. Поэтому и логично что программа минусует налог из реализации.",2
1202,"2024-02-14",252,"Подскажите пожалуйста я же правильно рассуждаю если обнаружена ошибка в исчислении налога на имущество почему то исчисляли по кадастровой стоимости вместо среднегодовой (так мне досталось) я могу не сдавать уточненки по прибыли за 369 мес а полностью в годовой отразить верно? Налог стал больше чем подавали в уведомлениях и оплачивали т.е. по сути завышения расходов  в предыдущих периодах не было даже наоборот.",2
1232,"2024-02-15",171,"Да если в договоре услуги будут соответствовать патенту",0
1251,"2024-02-16",200,"Добрый день могу ли уменьшить налог по усн 6% за счет отплаты страховых взносов до нуля? Т.е. налог на доходы получился за квартал 22000 руб а страховые оплатили 25000 руб.",4
1254,"2024-02-16",47,"Если за 23 год по УСН доходыто можно даже не уплачивать взносыно налог уменьшить",4
1256,"2024-02-16",345,"Налог на УСН Доходы можно уменьшить на страховые взносы. ИП без сотрудников может снизить налог полностью а ИП с сотрудниками и ООО не больше 50% от суммы налога.",4
1278,"2024-02-19",248,"Коллеги добрый вечер! если физлицо и  учредитель и директор на 025 ставку но у фирмы не было оборота а зарплату нужно платить он пополнил счет фирмы из денег который получает как зарплату на другом месте работы на 1 ставку оплата ндфл и социальный налог на должность директора 025 ставке не будет ли здесь двойным налогообложением?",3
1288,"2024-02-19",53,"Если речь просто о фирме зарегистрированной в ОАЭ то сдается налог на прибыль НДС отчёт о конечных бенефициарах и подтверждение экономической реальности операций. Если есть импорт -экспорт то отчётность по таможенным налогам и сборам. В вашем запросе слишком мало информации.",0
1295,"2024-02-20",358,"Девочкиподскажите 🙏🙏🙏Вызвали на опрос ИП у него усн и патентдоход составил 18 млнусн я отправила нулевойналоговой не понравилосьеще и свидетеля вызвали на допрос",3
1298,"2024-02-21",53,"Да все что угодно. Вообще на такие беседы лучше ходить с адвокатом. Задача налоговой - доказать неправомерные действия налплата и начислить налоги и санкции. Задача налплата - постараться выйти с наименьшими потерями из этого безобразия. Не владеете ситуацией сами - платите адвокату консультанту в общем тому кто сможет противостоять. Потеряете больше. Я не один раз защищала бизнес в подобных ситуациях и сама и с адвокатом. Мало кто с налёту выдерживает.",1
1299,"2024-02-21",359,"Всем добрый вечер! Подскажите пожалуйста а тут может задать вопрос не бухгалтер? :) У меня есть вопрос по 3-НДФЛ и начислениям по нему",2
1357,"2024-02-23",300,"Девочки бухгалтера услыште меня помогите пожалуйста по поводу заполнения отчёта по изменению капитала",2
1395,"2024-02-25",238,"Здравствуйте!
Подскажите пожалуйста!

в одном из прошлых периодов предыдущий бухгалтер сдала декларацию по НДС где приняла входящий НДС по упд которой у нас не было (не знаю как так вышло это свершившийся факт).  Налоговая декларацию проверила и приняла как верную (сумма небольшая около 3000).

В 1с у меня рассчитывается как должно быть на самом деле (без этого входящего ндс) и теперь не идет сальдо по 68.02. 

Как его откорректировать?",2
1408,"2024-02-25",378,"Коллеги добрый день. Подскажите пожалуйста есть ИП на ПСН объекты в двух городах. В одном городе в ноябре обьект продан сотрудники уволились. Какие коды отчетного периода указывать и в какую налоговую подавать 6-ндфл? По месту бывшего учета или уже по месту регистрации? ИП не закрылся продолжает деятельность в другом городе",2
1413,"2024-02-26",228,"Только в одной из моих компаний есть бухгалтер материалист которая вводит первичку. Есть группа из 4 компаний принадлежащих одному собственнику они не большие и там директор сама первичку разносит. А в основном  Клиенты присылают сканы документов и я их разношу.
Ошибки бухгалтера не зависят от способа работы. Бухгалтеры в найме тоже куролесят ого-го.",2
1415,"2024-02-26",359,"Вопрос собственно не сложный (как мне кажется). Сейчас зашёл в личный кабинет сайта налоговой. Хотел заплатить 3НДФЛ за продажу машины. Но по мимо этого там у меня есть ещё один доход -- я в конце 2023 года работал на одну кампанию. Но почему-то всегда думал что кампании сами платят все налоги за сотрудников. Так вот вопрос: это ошибка или если такой налог есть -- значит его нужно заплатить и никакой ошибки тут нет?",3
1428,"2024-02-26",384,"Добрый день. Подскажите пожалуйста что нужно поправить чтобы налог на прибыль в конце года встал в кредиторку полностью. На начало 2023 г была переплата( за счет платежей за первый квартал 2022 г) налог исчислила за 23 год получился к уплате. Но он почему то растопырился на дебет и кредит. Что нужно поправить?",4
1459,"2024-02-27",394,"Добрый вечер. Это рядовое письмо из налоговой. Законом не закреплены нормы по зп в соответствии с ОКВЭД.",3
1465,"2024-02-27",394,"Они может и не помнят такое бывает. Рекомендую позвонить в налоговую по месту учета и уточнить данный вопрос",2
1471,"2024-02-28",396,"Здравствуйте. Подскажите наиболее безопасный вариант в ответе на требование налоговой. Расхождение дохода усн от выручки в отчете фин результата . Усн меньше на 1500тр за 22 год. При этом кто-то залез в базу за этот период и внес изменения и дать корректные пояснения невозможно .",1
1477,"2024-02-28",53,"Напишите что произошла техническая ошибка обязуемся сдать корректировку и доплатить налог.",1
1529,"2024-02-29",59,"Добрый день.
ООО при расчете УСН доходы за 2024 страховые взносы не уменьшают налог (а нс и пз уменьшают) — нужно делать какие-то доп документы для отражения оплаченных страховых или 1С ещё не сделали обновление?",4
1540,"2024-03-01",59,"Звонить в налоговую🤷‍♀️ там же лучше знают",3
1552,"2024-03-01",224,"Добрый вечер! Не подскажете где можно какая ставка налога по УСН Доходы у клиента. Он из Тамбовской области. А там действует на некоторые виды деятельности пониженная ставка или даже налоговые каникулы. Заранее спасибо.",3
1565,"2024-03-01",40,"Здравствуйте! Подскажите пожалуйста такой момент. Мне вчера сообщили  что при оплате аренды под магазин я ещё должна платить за него подоходный налог 13% с него. Т.е. с 10тр я плачу 1300 в бюджет а уже 8700 арендодателю. Верно ли это? По идее это должен платить арендодатель  его ведь доход. Но как мне объяснили что сейчас так.",3
1577,"2024-03-01",53,"Ну почему? У налоговой срок намного больше)",1
1625,"2024-03-04",146,"Добрый день! 
ООО ликвидируется 
в ноябре 2023 сдавали отчетность с признаком ликвидации 
Сегодня позвонили из налоговой и сказали что нужно сдавать отчетность за 1 квартал 2024 
Вопрос: как сдавать сейчас Персонифицированные сведения ? 
Например за декабрь 23 январь 24 тоже ставить с кодом ликвидации ?",4
1626,"2024-03-04",32,"Коллеги добрый день. Может кто сталкивался? Наша ооо на Осно. Получили аванс от покупателя -заплатили ндс. Отгрузили товар- отразили ндс в книге покупок с аванса и отразили ндс с продажи в книге продаж. Внимание вопрос! Так как покупатель оказался безответственным и не востановил ндс с аванса налоговая требует у нас (продавцов) убрать с книги покупок ндс с аванса. Что на это ответить налоговой?",2
